Year,Month,Timestamp,Temperature_C,pH,Dissolved_oxygen_mg_L,Turbidity (NTU),Fish_length
2025,1,08:30:00,25.1,7.48,6.19,3.3,5.67
2025,1,09:00:00,25.04,7.42,6.12,3.3,5.68
2025,1,09:30:00,25.04,7.37,5.54,3.3,5.67
2025,1,10:00:00,25.4,7.4,4.85,3.3,5.67
2025,1,10:30:00,25.73,7.35,4.71,3.3,5.69
2025,1,11:00:00,25.71,7.39,4.52,3.3,5.68
2025,1,11:30:00,26.74,7.45,4.44,3.3,5.67
2025,1,12:00:00,27.04,7.44,4.55,3.3,5.71
2025,1,12:30:00,27.44,7.35,4.61,3.3,5.71
2025,1,13:00:00,27.97,7.41,4.73,3.3,5.71
2025,1,13:30:00,28.61,7.37,4.79,3.3,5.71
2025,1,14:00:00,28.67,7.31,5.23,3.3,5.71
2025,1,14:30:00,28.76,7.47,5.77,3.3,5.71
2025,1,15:00:00,29.05,7.45,5.72,3.3,5.71
2025,1,15:30:00,29.07,7.48,6.43,3.3,5.70
2025,1,16:00:00,28.62,7.39,6.81,3.3,5.71
2025,1,16:30:00,28.59,7.32,7.21,3.3,5.71
2025,1,17:00:00,28.12,7.31,7.43,3.3,5.71
2025,1,17:30:00,27.62,7.41,7.43,3.3,5.71
2025,1,18:00:00,26.82,7.49,7.18,3.3,5.71
2025,1,18:30:00,26.43,7.39,7.49,3.3,5.71
2025,1,19:00:00,25.99,7.43,7.35,3.3,5.70
2025,1,19:30:00,25.51,7.4,7.1,3.3,5.71
2025,1,20:00:00,25.57,7.38,6.6,3.3,5.71
2025,1,20:30:00,24.97,7.4,6.54,3.3,5.70
2025,1,21:00:00,24.78,7.4,5.73,3.3,5.71
2025,1,21:30:00,25.06,7.47,5.41,3.3,5.70
2025,1,22:00:00,25.28,7.42,5.26,3.3,5.71
2025,1,22:30:00,25.39,7.5,4.93,3.3,5.71
2025,1,23:00:00,26.06,7.48,4.38,3.3,5.71
2025,1,23:30:00,26.59,7.45,4.53,3.3,5.71
2025,1,00:00:00,26.88,7.43,4.52,3.3,5.75
2025,1,00:30:00,27.56,7.43,4.18,3.3,5.75
2025,1,01:00:00,28.03,7.46,4.64,3.3,5.75
2025,1,01:30:00,28.37,7.51,4.81,3.3,5.76
2025,1,02:00:00,28.91,7.44,5.23,3.3,5.75
2025,1,02:30:00,29.13,7.46,5.17,3.3,5.75
2025,1,03:00:00,29.05,7.58,6.17,3.3,5.76
2025,1,03:30:00,28.87,7.55,6.21,3.3,5.76
2025,1,04:00:00,28.56,7.52,6.32,3.3,5.76
2025,1,04:30:00,28.47,7.6,7.11,3.3,5.76
2025,1,05:00:00,27.99,7.61,7.28,3.3,5.76
2025,1,05:30:00,27.54,7.58,7.03,3.3,5.75
2025,1,06:00:00,27.19,7.66,7.23,3.3,5.75
2025,1,06:30:00,26.29,7.57,7.33,3.3,5.76
2025,1,07:00:00,25.71,7.62,6.87,3.3,5.76
2025,1,07:30:00,25.34,7.62,6.99,3.3,5.76
2025,1,08:00:00,25.14,7.55,6.67,3.3,5.75
2025,1,08:30:00,25.05,7.62,6.28,3.3,5.75
2025,1,09:00:00,25,7.56,6.09,3.3,5.75
2025,1,09:30:00,25.06,7.66,5.49,3.3,5.76
2025,1,10:00:00,25.43,7.68,5.14,3.3,5.76
2025,1,10:30:00,25.65,7.52,4.95,3.3,5.76
2025,1,11:00:00,26,7.71,4.81,3.3,5.75
2025,1,11:30:00,26.42,7.66,4.29,3.3,5.75
2025,1,12:00:00,26.86,7.78,4.56,3.3,5.79
2025,1,12:30:00,27.43,7.66,4.87,3.3,5.80
2025,1,13:00:00,28.07,7.8,4.82,3.3,5.80
2025,1,13:30:00,28.52,7.77,4.93,3.3,5.80
2025,1,14:00:00,28.89,7.74,5.37,3.3,5.80
2025,1,14:30:00,28.92,7.86,5.43,3.3,5.80
2025,1,15:00:00,28.95,7.76,6.06,3.3,5.80
2025,1,15:30:00,28.67,7.83,6.22,3.3,5.80
2025,1,16:00:00,28.78,7.79,6.51,3.3,5.80
2025,1,16:30:00,28.36,7.8,7.47,3.3,5.81
2025,1,17:00:00,28.02,7.81,7.24,3.3,5.80
2025,1,17:30:00,27.37,7.77,7.31,3.3,5.80
2025,1,18:00:00,27.03,7.8,7.36,3.3,5.80
2025,1,18:30:00,26.37,7.85,7.31,3.3,5.80
2025,1,19:00:00,26.06,7.95,7.15,3.3,5.79
2025,1,19:30:00,25.91,7.78,6.95,3.3,5.79
2025,1,20:00:00,25.56,7.87,6.61,3.3,5.80
2025,1,20:30:00,24.81,7.88,6.25,3.3,5.80
2025,1,21:00:00,25.08,7.81,6.15,3.3,5.79
2025,1,21:30:00,24.94,7.93,5.86,3.3,5.80
2025,1,22:00:00,25.18,7.9,5.13,3.3,5.80
2025,1,22:30:00,25.53,8.05,5.44,3.3,5.81
2025,1,23:00:00,25.95,7.96,4.51,3.3,5.80
2025,1,23:30:00,26.56,7.94,4.72,3.3,5.80
2025,1,00:00:00,26.96,7.91,4.33,3.3,5.82
2025,1,00:30:00,27.45,8.01,4.53,3.3,5.82
2025,1,01:00:00,28.1,8.04,4.51,3.3,5.82
2025,1,01:30:00,28.23,7.96,4.73,3.3,5.82
2025,1,02:00:00,28.42,7.95,5.28,3.3,5.81
2025,1,02:30:00,28.85,8.05,5.26,3.3,5.82
2025,1,03:00:00,28.9,7.92,6.15,3.3,5.81
2025,1,03:30:00,29.16,7.99,5.96,3.3,5.81
2025,1,04:00:00,28.78,8.01,6.73,3.3,5.82
2025,1,04:30:00,28.59,8.01,6.99,3.3,5.82
2025,1,05:00:00,28.02,7.93,6.82,3.3,5.82
2025,1,05:30:00,27.81,7.96,7.21,3.3,5.82
2025,1,06:00:00,27.34,7.96,7.16,3.3,5.82
2025,1,06:30:00,26.71,7.95,7.24,3.3,5.82
2025,1,07:00:00,26.18,7.94,7.9,3.3,5.82
2025,1,07:30:00,25.71,7.97,7.09,3.3,5.82
2025,1,08:00:00,25.49,8.09,7.11,3.3,5.82
2025,1,08:30:00,24.56,7.95,6.49,3.3,5.82
2025,1,09:00:00,25.04,7.99,5.95,3.3,5.83
2025,1,09:30:00,25.16,7.97,5.72,3.3,5.83
2025,1,10:00:00,24.94,8,5.49,3.3,5.82
2025,1,10:30:00,25.48,8.04,5.01,3.3,5.82
2025,1,11:00:00,26.24,8.06,5.23,3.3,5.81
2025,1,11:30:00,26.38,8.02,4.75,3.3,5.81
2025,1,12:00:00,26.97,8.01,4.35,3.3,5.85
2025,1,12:30:00,27.38,8.04,4.72,3.3,5.84
2025,1,13:00:00,28.29,8.05,4.72,3.3,5.85
2025,1,13:30:00,28.79,7.98,4.74,3.3,5.84
2025,1,14:00:00,28.67,7.96,5.16,3.3,5.85
2025,1,14:30:00,28.79,7.99,6.03,3.3,5.84
2025,1,15:00:00,28.98,7.95,6.06,3.3,5.84
2025,1,15:30:00,29.13,7.94,6.51,3.3,5.85
2025,1,16:00:00,28.9,7.94,6.82,3.3,5.85
2025,1,16:30:00,28.58,7.95,7.21,3.3,5.85
2025,1,17:00:00,28.08,7.98,7.36,3.3,5.84
2025,1,17:30:00,27.6,7.83,7.48,3.3,5.84
2025,1,18:00:00,26.91,7.89,7.63,3.3,5.85
2025,1,18:30:00,26.3,7.92,7.13,3.3,5.84
2025,1,19:00:00,26,7.93,7.28,3.3,5.84
2025,1,19:30:00,25.69,7.94,7.22,3.3,5.85
2025,1,20:00:00,25.33,7.91,6.74,3.3,5.86
2025,1,20:30:00,25.14,7.85,6.17,3.3,5.85
2025,1,21:00:00,25.24,7.82,5.68,3.3,5.84
2025,1,21:30:00,24.92,7.9,5.79,3.3,5.84
2025,1,22:00:00,25.28,7.87,5.03,3.3,5.84
2025,1,22:30:00,25.59,7.84,5.02,3.3,5.84
2025,1,23:00:00,25.97,7.84,4.97,3.3,5.85
2025,1,23:30:00,26.58,7.84,4.34,3.3,5.84
2025,1,00:00:00,27.23,7.8,4.26,3.3,5.87
2025,1,00:30:00,27.36,7.8,4.55,3.3,5.87
2025,1,01:00:00,28.15,7.9,4.45,3.3,5.87
2025,1,01:30:00,28.67,7.7,4.9,3.3,5.87
2025,1,02:00:00,28.49,7.64,4.94,3.3,5.87
2025,1,02:30:00,28.88,7.71,5.56,3.3,5.86
2025,1,03:00:00,28.95,7.86,5.83,3.3,5.87
2025,1,03:30:00,29.25,7.8,6.36,3.3,5.88
2025,1,04:00:00,28.43,7.77,6.55,3.3,5.86
2025,1,04:30:00,28.41,7.72,7.02,3.3,5.87
2025,1,05:00:00,27.88,7.75,7.15,3.3,5.87
2025,1,05:30:00,27.6,7.63,7.76,3.3,5.87
2025,1,06:00:00,27.14,7.76,7.68,3.3,5.87
2025,1,06:30:00,26.6,7.62,7.25,3.3,5.86
2025,1,07:00:00,26.15,7.64,7.27,3.3,5.87
2025,1,07:30:00,25.56,7.65,7.13,3.3,5.86
2025,1,08:00:00,25.1,7.6,7.03,3.3,5.86
2025,1,08:30:00,24.89,7.63,6.07,3.3,5.86
2025,1,09:00:00,24.9,7.72,5.98,3.3,5.86
2025,1,09:30:00,25.05,7.64,5.67,3.3,5.87
2025,1,10:00:00,25.13,7.61,5.32,3.3,5.86
2025,1,10:30:00,25.59,7.63,4.45,3.3,5.87
2025,1,11:00:00,25.96,7.55,4.77,3.3,5.87
2025,1,11:30:00,26.62,7.59,4.47,3.3,5.87
2025,1,12:00:00,27.28,7.57,4.18,3.3,5.89
2025,1,12:30:00,27.42,7.56,4.67,3.3,5.89
2025,1,13:00:00,28.08,7.54,5.08,3.3,5.89
2025,1,13:30:00,28.25,7.6,4.79,3.3,5.89
2025,1,14:00:00,28.68,7.5,5.13,3.3,5.90
2025,1,14:30:00,29.04,7.49,5.68,3.3,5.89
2025,1,15:00:00,29.11,7.47,5.94,3.3,5.89
2025,1,15:30:00,28.7,7.4,6.26,3.3,5.89
2025,1,16:00:00,28.74,7.47,6.52,3.3,5.90
2025,1,16:30:00,28.29,7.54,7.13,3.3,5.90
2025,1,17:00:00,28.05,7.55,6.93,3.3,5.90
2025,1,17:30:00,27.62,7.53,7.39,3.3,5.89
2025,1,18:00:00,27.29,7.56,7.48,3.3,5.89
2025,1,18:30:00,26.48,7.42,7,3.3,5.89
2025,1,19:00:00,26.09,7.43,7.34,3.3,5.90
2025,1,19:30:00,25.34,7.37,6.95,3.3,5.90
2025,1,20:00:00,25.28,7.41,6.78,3.3,5.88
2025,1,20:30:00,25.09,7.5,6.6,3.3,5.89
2025,1,21:00:00,25.25,7.46,5.91,3.3,5.90
2025,1,21:30:00,24.98,7.38,5.14,3.3,5.90
2025,1,22:00:00,25.11,7.42,5.33,3.3,5.89
2025,1,22:30:00,25.47,7.38,4.88,3.3,5.89
2025,1,23:00:00,25.95,7.44,4.19,3.3,5.89
2025,1,23:30:00,26.57,7.41,4.56,3.3,5.89
2025,1,00:00:00,27.1,7.4,4.39,3.3,5.94
2025,1,00:30:00,27.69,7.39,4.5,3.3,5.93
2025,1,01:00:00,28.16,7.42,4.8,3.3,5.94
2025,1,01:30:00,28.42,7.36,5.03,3.3,5.94
2025,1,02:00:00,28.97,7.35,5.45,3.3,5.94
2025,1,02:30:00,29.08,7.38,5.88,3.3,5.93
2025,1,03:00:00,28.9,7.35,5.69,3.3,5.94
2025,1,03:30:00,28.98,7.37,6.47,3.3,5.94
2025,1,04:00:00,28.47,7.46,6.54,3.3,5.94
2025,1,04:30:00,28.69,7.31,7.45,3.3,5.92
2025,1,05:00:00,28.17,7.43,7.01,3.3,5.93
2025,1,05:30:00,27.69,7.34,7.23,3.3,5.93
2025,1,06:00:00,26.99,7.5,7.45,3.3,5.93
2025,1,06:30:00,26.52,7.4,7.44,3.3,5.93
2025,1,07:00:00,25.76,7.42,6.94,3.3,5.93
2025,1,07:30:00,25.43,7.42,7.32,3.3,5.94
2025,1,08:00:00,25.26,7.32,6.54,3.3,5.94
2025,1,08:30:00,25.48,7.44,6.25,3.3,5.94
2025,1,09:00:00,25.07,7.37,5.82,3.3,5.93
2025,1,09:30:00,25.13,7.49,5.43,3.3,5.94
2025,1,10:00:00,25.11,7.47,5.32,3.3,5.94
2025,1,10:30:00,25.57,7.45,5.25,3.3,5.94
2025,1,11:00:00,25.86,7.49,4.52,3.3,5.94
2025,1,11:30:00,26.76,7.47,4.53,3.3,5.94
2025,1,12:00:00,27.08,7.54,4.46,3.3,5.96
2025,1,12:30:00,27.6,7.45,4.56,3.3,5.96
2025,1,13:00:00,27.8,7.49,4.52,3.3,5.96
2025,1,13:30:00,28.28,7.48,4.98,3.3,5.97
2025,1,14:00:00,28.68,7.45,5.53,3.3,5.96
2025,1,14:30:00,28.89,7.51,5.66,3.3,5.97
2025,1,15:00:00,29.05,7.56,6.1,3.3,5.96
2025,1,15:30:00,28.77,7.51,6.39,3.3,5.96
2025,1,16:00:00,28.68,7.54,6.76,3.3,5.96
2025,1,16:30:00,28.55,7.5,6.98,3.3,5.95
2025,1,17:00:00,27.82,7.46,7.3,3.3,5.96
2025,1,17:30:00,27.36,7.63,7.59,3.3,5.97
2025,1,18:00:00,27.11,7.56,7.32,3.3,5.97
2025,1,18:30:00,26.6,7.6,7.74,3.3,5.96
2025,1,19:00:00,26.07,7.51,7.98,3.3,5.96
2025,1,19:30:00,25.61,7.58,6.98,3.3,5.97
2025,1,20:00:00,25.33,7.7,6.49,3.3,5.96
2025,1,20:30:00,25.21,7.55,6.54,3.3,5.96
2025,1,21:00:00,24.93,7.64,6.06,3.3,5.96
2025,1,21:30:00,25.3,7.64,5.91,3.3,5.97
2025,1,22:00:00,25.12,7.67,5.07,3.3,5.96
2025,1,22:30:00,25.72,7.65,4.92,3.3,5.96
2025,1,23:00:00,26.09,7.69,4.61,3.3,5.97
2025,1,23:30:00,26.44,7.65,4.55,3.3,5.98
2025,1,00:00:00,26.75,7.74,4.74,3.3,6.01
2025,1,00:30:00,27.63,7.77,4.36,3.3,6.01
2025,1,01:00:00,28.05,7.65,4.72,3.3,6.01
2025,1,01:30:00,28.64,7.77,4.79,3.3,6.00
2025,1,02:00:00,28.53,7.83,5.17,3.3,6.00
2025,1,02:30:00,28.8,7.74,5.41,3.3,6.01
2025,1,03:00:00,28.98,7.77,5.93,3.3,6.01
2025,1,03:30:00,28.6,7.77,6.07,3.3,6.01
2025,1,04:00:00,28.39,7.82,6.45,3.3,6.00
2025,1,04:30:00,28.35,7.82,7.01,3.3,6.00
2025,1,05:00:00,28.14,7.89,7.47,3.3,6.01
2025,1,05:30:00,27.73,7.82,7.55,3.3,6.00
2025,1,06:00:00,27.18,7.84,7.68,3.3,6.00
2025,1,06:30:00,26.63,7.74,7.16,3.3,6.00
2025,1,07:00:00,25.98,7.83,7.36,3.3,6.00
2025,1,07:30:00,25.64,7.93,7.53,3.3,6.00
2025,1,08:00:00,25.22,7.8,7.04,3.3,6.00
2025,1,08:30:00,24.85,7.84,6.49,3.3,6.00
2025,1,09:00:00,25.03,7.86,6.08,3.3,6.00
2025,1,09:30:00,24.98,7.92,5.68,3.3,6.01
2025,1,10:00:00,25.34,7.94,5.17,3.3,6.01
2025,1,10:30:00,25.95,7.84,4.67,3.3,6.00
2025,1,11:00:00,26.25,7.93,4.89,3.3,6.01
2025,1,11:30:00,26.43,7.95,4.66,3.3,6.01
2025,1,12:00:00,27.22,7.88,4.7,3.3,6.05
2025,1,12:30:00,27.52,7.89,4.78,3.3,6.05
2025,1,13:00:00,28.11,7.99,4.6,3.3,6.05
2025,1,13:30:00,28.38,8.04,4.89,3.3,6.04
2025,1,14:00:00,28.6,7.93,5.3,3.3,6.05
2025,1,14:30:00,29,8.06,5.43,3.3,6.05
2025,1,15:00:00,29.12,7.88,6,3.3,6.04
2025,1,15:30:00,29.1,7.88,6.37,3.3,6.05
2025,1,16:00:00,28.86,7.96,6.6,3.3,6.06
2025,1,16:30:00,28.44,7.95,7.06,3.3,6.04
2025,1,17:00:00,28.12,7.92,7.1,3.3,6.05
2025,1,17:30:00,27.59,7.97,7.44,3.3,6.05
2025,1,18:00:00,26.98,8.05,7.1,3.3,6.05
2025,1,18:30:00,26.39,8.01,7.46,3.3,6.05
2025,1,19:00:00,25.9,7.96,7.43,3.3,6.06
2025,1,19:30:00,25.85,7.92,6.99,3.3,6.05
2025,1,20:00:00,25.3,8.03,6.82,3.3,6.05
2025,1,20:30:00,25.12,8.02,6.26,3.3,6.06
2025,1,21:00:00,24.92,7.84,5.95,3.3,6.05
2025,1,21:30:00,25.29,8.03,5.51,3.3,6.05
2025,1,22:00:00,25.24,7.98,5.12,3.3,6.06
2025,1,22:30:00,25.59,8.04,4.81,3.3,6.06
2025,1,23:00:00,26.14,7.96,4.87,3.3,6.06
2025,1,23:30:00,26.32,7.94,4.61,3.3,6.05
2025,1,00:00:00,27.14,8.02,4.52,3.3,6.07
2025,1,00:30:00,27.31,7.97,4.58,3.3,6.08
2025,1,01:00:00,27.98,7.91,4.56,3.3,6.08
2025,1,01:30:00,28.21,7.96,5.08,3.3,6.07
2025,1,02:00:00,28.58,7.95,5.1,3.3,6.08
2025,1,02:30:00,28.93,7.95,5.76,3.3,6.07
2025,1,03:00:00,29.15,8.02,6.02,3.3,6.07
2025,1,03:30:00,29.11,7.91,6.66,3.3,6.06
2025,1,04:00:00,28.83,7.92,6.86,3.3,6.08
2025,1,04:30:00,28.28,7.91,7.14,3.3,6.07
2025,1,05:00:00,28.22,7.96,6.84,3.3,6.07
2025,1,05:30:00,27.6,7.91,7.78,3.3,6.08
2025,1,06:00:00,27.21,7.93,7.65,3.3,6.07
2025,1,06:30:00,26.43,7.94,7.15,3.3,6.07
2025,1,07:00:00,25.96,8.01,7.14,3.3,6.07
2025,1,07:30:00,25.48,7.9,6.93,3.3,6.06
2025,1,08:00:00,25.39,7.87,6.76,3.3,6.07
2025,1,08:30:00,25.09,7.9,6.35,3.3,6.07
2025,1,09:00:00,25.06,7.88,6,3.3,6.07
2025,1,09:30:00,24.65,7.91,5.84,3.3,6.07
2025,1,10:00:00,25.04,7.92,5.52,3.3,6.08
2025,1,10:30:00,25.65,7.89,4.75,3.3,6.08
2025,1,11:00:00,25.66,7.89,4.55,3.3,6.08
2025,1,11:30:00,26.65,7.84,4.44,3.3,6.07
2025,2,12:00:00,27.12,7.92,4.87,3.3,6.10
2025,2,12:30:00,27.44,7.77,4.88,3.3,6.10
2025,2,13:00:00,27.92,7.76,4.56,3.3,6.10
2025,2,13:30:00,28.47,7.8,5.18,3.3,6.11
2025,2,14:00:00,28.9,7.81,5.28,3.3,6.11
2025,2,14:30:00,29,7.86,5.26,3.3,6.10
2025,2,15:00:00,29.18,7.79,5.86,3.3,6.11
2025,2,15:30:00,29.01,7.77,6.83,3.3,6.10
2025,2,16:00:00,28.74,7.77,6.86,3.3,6.10
2025,2,16:30:00,28.49,7.71,6.9,3.3,6.10
2025,2,17:00:00,28.09,7.7,7.51,3.3,6.11
2025,2,17:30:00,27.48,7.7,7.58,3.3,6.10
2025,2,18:00:00,26.99,7.66,7.15,3.3,6.11
2025,2,18:30:00,26.64,7.7,7.33,3.3,6.10
2025,2,19:00:00,25.95,7.62,7.09,3.3,6.10
2025,2,19:30:00,25.5,7.61,7.02,3.3,6.11
2025,2,20:00:00,25.4,7.73,6.76,3.3,6.10
2025,2,20:30:00,25,7.63,6.33,3.3,6.10
2025,2,21:00:00,25.21,7.62,5.81,3.3,6.11
2025,2,21:30:00,25.04,7.6,5.67,3.3,6.10
2025,2,22:00:00,25.38,7.6,5.24,3.3,6.11
2025,2,22:30:00,25.46,7.53,4.76,3.3,6.10
2025,2,23:00:00,25.86,7.51,4.38,3.3,6.11
2025,2,23:30:00,26.52,7.55,4.75,3.3,6.10
2025,2,00:00:00,26.8,7.61,4.26,3.3,6.14
2025,2,00:30:00,27.7,7.59,4.81,3.3,6.14
2025,2,01:00:00,28.07,7.59,4.8,3.3,6.13
2025,2,01:30:00,28.48,7.49,5.19,3.3,6.15
2025,2,02:00:00,28.58,7.48,5.35,3.3,6.14
2025,2,02:30:00,29.02,7.55,5.56,3.3,6.15
2025,2,03:00:00,29.19,7.56,5.87,3.3,6.13
2025,2,03:30:00,28.91,7.49,6.42,3.3,6.14
2025,2,04:00:00,28.63,7.5,6.98,3.3,6.15
2025,2,04:30:00,28.46,7.52,7.07,3.3,6.14
2025,2,05:00:00,27.94,7.49,7.57,3.3,6.15
2025,2,05:30:00,27.44,7.47,7.48,3.3,6.14
2025,2,06:00:00,26.93,7.51,7.21,3.3,6.14
2025,2,06:30:00,26.37,7.48,7.32,3.3,6.15
2025,2,07:00:00,25.82,7.44,7.53,3.3,6.14
2025,2,07:30:00,25.46,7.57,7.37,3.3,6.13
2025,2,08:00:00,25.38,7.47,6.76,3.3,6.14
2025,2,08:30:00,25.36,7.36,6.3,3.3,6.14
2025,2,09:00:00,25.2,7.46,5.7,3.3,6.14
2025,2,09:30:00,25.1,7.38,5.64,3.3,6.14
2025,2,10:00:00,25.31,7.43,5.32,3.3,6.14
2025,2,10:30:00,25.45,7.41,5.2,3.3,6.14
2025,2,11:00:00,26.04,7.38,4.63,3.3,6.16
2025,2,11:30:00,26.76,7.4,4.49,3.3,6.15
2025,2,12:00:00,26.97,7.4,4.56,3.3,6.16
2025,2,12:30:00,27.46,7.5,4.71,3.3,6.17
2025,2,13:00:00,27.97,7.52,4.64,3.3,6.17
2025,2,13:30:00,28.36,7.35,4.97,3.3,6.16
2025,2,14:00:00,28.97,7.43,4.88,3.3,6.16
2025,2,14:30:00,28.89,7.42,5.33,3.3,6.17
2025,2,15:00:00,28.9,7.34,5.75,3.3,6.16
2025,2,15:30:00,28.79,7.37,6.43,3.3,6.17
2025,2,16:00:00,28.77,7.38,7,3.3,6.17
2025,2,16:30:00,28.46,7.39,6.85,3.3,6.16
2025,2,17:00:00,27.9,7.44,7.33,3.3,6.17
2025,2,17:30:00,27.51,7.41,7.7,3.3,6.17
2025,2,18:00:00,27.07,7.35,7.9,3.3,6.16
2025,2,18:30:00,26.13,7.42,7.53,3.3,6.17
2025,2,19:00:00,25.88,7.4,7.19,3.3,6.17
2025,2,19:30:00,25.72,7.41,7.27,3.3,6.17
2025,2,20:00:00,25.27,7.48,6.66,3.3,6.17
2025,2,20:30:00,25.14,7.45,6.42,3.3,6.17
2025,2,21:00:00,25.12,7.45,6.06,3.3,6.16
2025,2,21:30:00,25.18,7.37,5.81,3.3,6.17
2025,2,22:00:00,25.44,7.54,5.52,3.3,6.16
2025,2,22:30:00,25.65,7.41,4.81,3.3,6.17
2025,2,23:00:00,26.06,7.5,4.69,3.3,6.17
2025,2,23:30:00,26.3,7.53,4.85,3.3,6.17
2025,2,00:00:00,26.9,7.55,4.57,3.3,6.20
2025,2,00:30:00,27.59,7.45,4.54,3.3,6.20
2025,2,01:00:00,27.85,7.46,4.58,3.3,6.19
2025,2,01:30:00,28.14,7.51,5.23,3.3,6.20
2025,2,02:00:00,28.53,7.56,4.74,3.3,6.20
2025,2,02:30:00,28.82,7.55,5.65,3.3,6.19
2025,2,03:00:00,29.11,7.39,5.6,3.3,6.20
2025,2,03:30:00,28.89,7.49,6.39,3.3,6.19
2025,2,04:00:00,29.13,7.58,6.78,3.3,6.19
2025,2,04:30:00,28.28,7.61,6.91,3.3,6.21
2025,2,05:00:00,27.99,7.5,7.32,3.3,6.19
2025,2,05:30:00,27.49,7.6,7.48,3.3,6.18
2025,2,06:00:00,26.93,7.65,7.59,3.3,6.19
2025,2,06:30:00,26.63,7.58,6.94,3.3,6.20
2025,2,07:00:00,25.91,7.61,7.21,3.3,6.20
2025,2,07:30:00,25.76,7.61,7.39,3.3,6.19
2025,2,08:00:00,25.29,7.65,6.97,3.3,6.20
2025,2,08:30:00,24.91,7.59,6.21,3.3,6.19
2025,2,09:00:00,25.19,7.7,6.28,3.3,6.19
2025,2,09:30:00,25.1,7.62,5.89,3.3,6.20
2025,2,10:00:00,25.42,7.74,5.11,3.3,6.19
2025,2,10:30:00,25.83,7.56,4.99,3.3,6.20
2025,2,11:00:00,26.04,7.72,4.94,3.3,6.19
2025,2,11:30:00,26.48,7.63,4.4,3.3,6.20
2025,2,12:00:00,27,7.7,4.33,3.3,6.23
2025,2,12:30:00,27.32,7.7,4.71,3.3,6.23
2025,2,13:00:00,27.83,7.74,4.85,3.3,6.23
2025,2,13:30:00,28.47,7.78,4.94,3.3,6.22
2025,2,14:00:00,28.54,7.7,5.06,3.3,6.23
2025,2,14:30:00,28.56,7.68,5.78,3.3,6.23
2025,2,15:00:00,29.25,7.72,5.99,3.3,6.24
2025,2,15:30:00,28.88,7.75,6.35,3.3,6.23
2025,2,16:00:00,28.69,7.79,6.43,3.3,6.23
2025,2,16:30:00,28.48,7.78,6.99,3.3,6.23
2025,2,17:00:00,28.13,7.75,7.36,3.3,6.23
2025,2,17:30:00,27.74,7.78,7.4,3.3,6.23
2025,2,18:00:00,26.9,7.78,7.58,3.3,6.23
2025,2,18:30:00,26.63,7.84,7.2,3.3,6.23
2025,2,19:00:00,26.08,7.87,7.33,3.3,6.22
2025,2,19:30:00,25.43,7.82,7.22,3.3,6.23
2025,2,20:00:00,25.13,7.87,6.7,3.3,6.22
2025,2,20:30:00,25.1,7.86,6.46,3.3,6.22
2025,2,21:00:00,25.11,7.89,5.98,3.3,6.23
2025,2,21:30:00,24.78,7.93,5.63,3.3,6.23
2025,2,22:00:00,25.61,7.9,5.36,3.3,6.23
2025,2,22:30:00,25.33,7.91,5.06,3.3,6.22
2025,2,23:00:00,26.24,8,4.64,3.3,6.23
2025,2,23:30:00,26.51,7.95,4.42,3.3,6.22
2025,2,00:00:00,26.93,7.92,4.8,3.3,6.28
2025,2,00:30:00,27.36,7.98,4.52,3.3,6.27
2025,2,01:00:00,27.79,7.97,4.6,3.3,6.28
2025,2,01:30:00,28.66,7.87,4.85,3.3,6.28
2025,2,02:00:00,28.75,7.94,5.41,3.3,6.27
2025,2,02:30:00,28.69,7.99,5.83,3.3,6.27
2025,2,03:00:00,29.12,7.99,6.13,3.3,6.28
2025,2,03:30:00,28.9,8.01,6.52,3.3,6.28
2025,2,04:00:00,28.9,7.85,6.65,3.3,6.27
2025,2,04:30:00,28.37,7.97,7.13,3.3,6.28
2025,2,05:00:00,28.13,7.94,7.55,3.3,6.28
2025,2,05:30:00,27.47,7.97,7.49,3.3,6.28
2025,2,06:00:00,26.95,7.97,7.67,3.3,6.28
2025,2,06:30:00,26.5,7.99,7.36,3.3,6.28
2025,2,07:00:00,25.92,7.92,7.17,3.3,6.27
2025,2,07:30:00,25.68,8.03,7.26,3.3,6.28
2025,2,08:00:00,25.34,7.98,6.3,3.3,6.27
2025,2,08:30:00,25.06,7.99,6.5,3.3,6.28
2025,2,09:00:00,25.31,7.99,5.87,3.3,6.27
2025,2,09:30:00,24.97,7.93,5.25,3.3,6.27
2025,2,10:00:00,25.27,7.93,5.2,3.3,6.28
2025,2,10:30:00,25.8,8.02,4.68,3.3,6.27
2025,2,11:00:00,25.9,7.88,4.61,3.3,6.27
2025,2,11:30:00,26.17,8.03,4.42,3.3,6.28
2025,2,12:00:00,27.1,7.98,4.5,3.3,6.30
2025,2,12:30:00,27.48,7.95,4.51,3.3,6.29
2025,2,13:00:00,27.68,7.98,4.75,3.3,6.30
2025,2,13:30:00,28.42,7.96,5.13,3.3,6.30
2025,2,14:00:00,28.8,7.98,5.05,3.3,6.30
2025,2,14:30:00,28.99,7.94,5.66,3.3,6.30
2025,2,15:00:00,28.71,7.96,5.98,3.3,6.30
2025,2,15:30:00,28.82,7.96,6.7,3.3,6.30
2025,2,16:00:00,28.52,8.01,6.88,3.3,6.30
2025,2,16:30:00,28.09,7.95,7,3.3,6.30
2025,2,17:00:00,28,7.97,7.31,3.3,6.29
